lga_code,@timestamp,malaria_cases,mip_cases,disruption,state
11,2015-04-01,22.8035085019827,3.3166247903554,1.0,Cross
12,2015-04-01,26.4386081328045,5.3851648071345,1.0,Cross
13,2015-04-01,28.6879765755621,9.1104335791443,2.04523062452348e-06,Cross
14,2015-04-01,30.1164406927511,7.54983443527075,1.0368541797114e-14,Cross
15,2015-04-01,30.7408522978787,9.79795897113271,2.13711574845272e-23,Cross
16,2015-04-01,34.2782730020052,9.16515138991168,1.1973824502035701e-31,Cross
17,2015-04-01,50.0299910053959,3.87298334620741,2.4679891746814497e-40,Cross
18,2015-04-01,36.5923489270639,11.7473401244707,1.25117669399613e-48,Cross
19,2015-04-01,21.0713075057054,6.78232998312526,7.74734574866198e-57,Cross
1,2015-05-01,20.4205778566621,5.09901951359278,0.0,Cross
2,2015-05-01,27.2946881279123,5.09901951359278,0.0,Cross
3,2015-05-01,22.2934968096079,5.29150262212918,0.0,Cross
4,2015-05-01,23.2379000772445,6.48074069840786,0.0,Cross
5,2015-05-01,13.076696830622,5.19615242270663,0.0,Cross
6,2015-05-01,22.7376340018041,4.12310562561766,0.0,Cross
7,2015-05-01,24.3721152139078,8.54400374531753,0.0,Cross
8,2015-05-01,27.5317997958724,6.08276253029821,0.0,Cross
9,2015-05-01,26.2868788561898,3.74165738677394,0.0,Cross
10,2015-05-01,0.0,0.0,0.0,Cross
11,2015-05-01,22.759613353482,1.0,1.0,Cross
12,2015-05-01,29.8998327754521,5.3851648071345,1.0,Cross
13,2015-05-01,23.8746727726266,9.48683298050513,1.8506011975819e-06,Cross
14,2015-05-01,25.7487863791674,7.41619848709566,3.1229447752605104e-15,Cross
15,2015-05-01,37.0270171631472,11.0,1.93374229587395e-23,Cross
16,2015-05-01,27.8028775489156,10.8166538263919,1.0834364446437702e-31,Cross
17,2015-05-01,26.4007575648881,4.58257569495584,2.2331289525594397e-40,Cross
18,2015-05-01,32.8785644455471,9.53939201416945,1.13211148930224e-48,Cross
19,2015-05-01,17.233687939614,5.74456264653802,7.01008832385122e-57,Cross
1,2015-06-01,26.3818119165458,5.56776436283002,0.0,Cross
2,2015-06-01,23.259406699226,3.16227766016837,0.0,Cross
3,2015-06-01,22.0227155455452,5.8309518948453,0.0,Cross
4,2015-06-01,31.5911379978626,5.0,0.0,Cross
5,2015-06-01,7.87400787401181,3.60555127546398,0.0,Cross
6,2015-06-01,23.9374184071716,4.69041575982343,0.0,Cross
7,2015-06-01,22.1810730128188,7.81024967590665,0.0,Cross
8,2015-06-01,24.1867732448956,2.82842712474619,0.0,Cross
9,2015-06-01,31.8747549010184,2.64575131106459,0.0,Cross
10,2015-06-01,0.0,0.0,0.0,Cross
11,2015-06-01,20.4694894904587,5.47722557505166,1.0,Cross
12,2015-06-01,29.0,6.0,1.0,Cross
13,2015-06-01,21.0237960416286,5.3851648071345,1.67449320943426e-06,Cross
14,2015-06-01,27.9284800875378,9.1104335791443,2.8257572871156103e-15,Cross
15,2015-06-01,30.6267856622271,11.7046999107196,1.74972238614551e-23,Cross
16,2015-06-01,28.7402157263998,10.8627804912002,9.80333835177528e-32,Cross
17,2015-06-01,30.8382878902185,15.5884572681198,2.0206186355752396e-40,Cross
18,2015-06-01,39.2173431022551,11.7046999107196,1.02437683690908e-48,Cross
19,2015-06-01,16.583123951777,4.89897948556635,6.3429902191576e-57,Cross
1,2015-07-01,14.247806848775,3.3166247903554,0.0,Cross
2,2015-07-01,9.48683298050513,5.88763276697024,0.0,Cross
3,2015-07-01,3.60555127546398,1.41421356237309,0.0,Cross
4,2015-07-01,10.6301458127346,1.73205080756887,0.0,Cross
5,2015-07-01,3.46410161513775,5.53586721976417,0.0,Cross
6,2015-07-01,11.0453610171872,4.24264068711928,0.0,Cross
7,2015-07-01,7.6157731058639,4.69041575982343,0.0,Cross
8,2015-07-01,7.81024967590665,4.8324747756112,0.0,Cross
9,2015-07-01,19.9749843554381,1.73205080756887,0.0,Cross
10,2015-07-01,0.0,0.0,0.0,Cross
11,2015-07-01,11.2249721603218,1.0,1.0,Cross
12,2015-07-01,28.9827534923788,4.79583152331271,1.0,Cross
13,2015-07-01,16.1554944214035,4.79583152331271,1.51514411214324e-06,Cross
14,2015-07-01,21.1423745118659,6.9282032302755,2.55685092766998e-15,Cross
15,2015-07-01,26.9443871706149,9.1104335791443,1.58321428615963e-23,Cross
16,2015-07-01,20.3715487874633,6.24499799839839,8.87042736235329e-32,Cross
17,2015-07-01,23.4307490277199,4.0,1.8283313490492498e-40,Cross
18,2015-07-01,26.8886593194975,9.79795897113271,9.26894492204656e-49,Cross
19,2015-07-01,12.8452325786651,3.16227766016837,5.73937489252994e-57,Cross
1,2015-08-01,33.8526217596215,7.14142842854285,0.0,Cross
2,2015-08-01,25.7681974534502,1.41421356237309,0.0,Cross
3,2015-08-01,21.7485631709315,6.78232998312526,0.0,Cross
4,2015-08-01,33.6005952328228,5.47722557505166,0.0,Cross
5,2015-08-01,23.4946802489414,4.35889894354067,0.0,Cross
6,2015-08-01,27.9642629082191,6.48074069840786,0.0,Cross
7,2015-08-01,25.6320112359525,7.14142842854285,0.0,Cross
8,2015-08-01,21.9772609758359,2.23606797749979,0.0,Cross
9,2015-08-01,29.3938769133981,2.0,0.0,Cross
10,2015-08-01,0.0,0.0,0.0,Cross
11,2015-08-01,23.0217288664426,2.23606797749979,1.0,Cross
12,2015-08-01,36.3593179253956,7.48331477354788,1.0,Cross
13,2015-08-01,23.6220236220354,8.77496438739212,1.37095908638408e-06,Cross
14,2015-08-01,29.6141857899216,8.24621125123532,2.3135343916957503e-15,Cross
15,2015-08-01,35.0856095856976,11.6619037896906,1.43255152688632e-23,Cross
16,2015-08-01,26.2106848441623,10.6301458127346,8.02629459142721e-32,Cross
17,2015-08-01,34.9714169000914,5.74456264653802,1.6543426171879198e-40,Cross
18,2015-08-01,40.0749298190277,13.0384048104052,8.38688819118217e-49,Cross
19,2015-08-01,18.1107702762748,5.65685424949238,1.5641621303555599e-57,Cross
1,2015-09-01,31.0,5.0,0.0,Cross
2,2015-09-01,24.5967477524976,2.64575131106459,0.0,Cross
3,2015-09-01,24.2487113059642,6.08276253029821,0.0,Cross
4,2015-09-01,32.6649659421221,3.3166247903554,0.0,Cross
5,2015-09-01,28.3548937575156,6.24499799839839,0.0,Cross
6,2015-09-01,24.576411454889,2.64575131106459,0.0,Cross
7,2015-09-01,24.6373699895098,9.2736184954957,0.0,Cross
8,2015-09-01,28.5482048472403,6.16441400296897,0.0,Cross
9,2015-09-01,28.1602556806574,1.41421356237309,0.0,Cross
10,2015-09-01,0.0,0.0,0.0,Cross
11,2015-09-01,24.7790233867277,3.16227766016837,1.0,Cross
12,2015-09-01,37.6961536499415,8.0,1.0,Cross
13,2015-09-01,24.3515913237718,7.14142842854285,1.24049507995671e-06,Cross
14,2015-09-01,31.5119025131774,8.36660026534075,2.09337248551937e-15,Cross
15,2015-09-01,36.0693775937428,12.8840987267251,1.2962262247912901e-23,Cross
16,2015-09-01,28.8097205817758,10.3923048454132,7.26249167450302e-32,Cross
17,2015-09-01,35.7211421989835,4.69041575982343,1.4969111022831699e-40,Cross
18,2015-09-01,38.8329756778952,6.9282032302755,7.58877025626549e-49,Cross
19,2015-09-01,18.4390889145857,5.0,1.41531242342055e-57,Cross
1,2015-10-01,23.4946802489414,5.56776436283002,0.0,Cross
2,2015-10-01,20.2731349327132,1.0,0.0,Cross
3,2015-10-01,25.4950975679639,5.56776436283002,0.0,Cross
4,2015-10-01,28.8790581563873,4.58257569495584,0.0,Cross
5,2015-10-01,24.2693221990231,8.06225774829855,0.0,Cross
6,2015-10-01,29.2403830344268,5.19615242270663,0.0,Cross
7,2015-10-01,25.278449319529,6.16441400296897,0.0,Cross
8,2015-10-01,38.3405790253616,5.8309518948453,0.0,Cross
9,2015-10-01,27.676705006196,3.3166247903554,0.0,Cross
10,2015-10-01,0.0,0.0,0.0,Cross
11,2015-10-01,23.3666428910958,3.08269804458484,1.0,Cross
12,2015-10-01,35.5808937493143,4.79583152331271,1.0,Cross
13,2015-10-01,26.4952825989835,8.0,1.12244636523434e-06,Cross
14,2015-10-01,27.3495886623546,8.12403840463596,1.89416175478488e-15,Cross
15,2015-10-01,44.283179650969,8.77496438739212,1.1728739904306401e-23,Cross
16,2015-10-01,25.3377189186398,10.099504938362,1.9792598779469e-32,Cross
17,2015-10-01,23.0,4.24264068711928,1.3544611768192599e-40,Cross
18,2015-10-01,29.3087017795056,8.66025403784438,6.86660328474739e-49,Cross
19,2015-10-01,15.1986841535706,2.64575131106459,1.28062763892208e-57,Cross
1,2015-11-01,23.8746727726266,5.56776436283002,0.0,Cross
2,2015-11-01,20.0249843945007,2.23606797749979,0.0,Cross
3,2015-11-01,26.1342686907439,5.09901951359278,0.0,Cross
4,2015-11-01,23.685438564654,3.3166247903554,0.0,Cross
5,2015-11-01,21.6564078277077,4.47213595499958,0.0,Cross
6,2015-11-01,26.2488094968133,5.09901951359278,0.0,Cross
7,2015-11-01,23.0867927612303,7.74596669241483,0.0,Cross
8,2015-11-01,38.8844441904471,6.48074069840786,0.0,Cross
9,2015-11-01,28.053520278211,4.24264068711928,0.0,Cross
10,2015-11-01,0.0,0.0,0.0,Cross
11,2015-11-01,19.6468827043885,3.1309446372697,1.0,Cross
12,2015-11-01,26.4007575648881,4.47213595499958,1.0,Cross
13,2015-11-01,23.6220236220354,7.14142842854285,1.01563147100249e-06,Cross
14,2015-11-01,26.1342686907439,7.07106781186547,1.7139084315420102e-15,Cross
15,2015-11-01,40.8900966005217,10.099504938362,1.0612602731827999e-23,Cross
16,2015-11-01,27.8028775489156,8.30662386291807,1.79090839758363e-32,Cross
17,2015-11-01,25.7875939164552,5.19615242270663,1.22556715406309e-40,Cross
18,2015-11-01,23.1948270094864,4.89897948556635,6.2131595868481e-49,Cross
19,2015-11-01,20.2977831301844,1.41421356237309,1.15875980626775e-57,Cross
1,2015-12-01,27.2396769437524,3.46410161513775,0.0,Cross
2,2015-12-01,18.9472953214964,5.88763276697024,0.0,Cross
3,2015-12-01,22.781571499789,3.60555127546398,0.0,Cross
4,2015-12-01,30.1164406927511,5.09901951359278,0.0,Cross
5,2015-12-01,20.4450483002608,3.16227766016837,0.0,Cross
6,2015-12-01,20.6155281280883,6.08276253029821,0.0,Cross
7,2015-12-01,23.7697286480094,12.5698050899765,0.0,Cross
8,2015-12-01,38.6393581727233,4.89897948556635,0.0,Cross
9,2015-12-01,32.6343377441614,3.16227766016837,0.0,Cross
10,2015-12-01,0.0,0.0,0.0,Cross
11,2015-12-01,23.1300670124407,3.17919122995456,1.0,Cross
12,2015-12-01,30.1662062579967,6.85565460040104,1.0,Cross
13,2015-12-01,17.0587221092319,6.40312423743284,2.7679186585408e-07,Cross
14,2015-12-01,24.4335834457412,5.74456264653802,1.5508084799465301e-15,Cross
15,2015-12-01,29.3598365118063,9.8488578017961,9.60268005450867e-24,Cross
16,2015-12-01,25.377155080899,9.1104335791443,1.62048093040849e-32,Cross
17,2015-12-01,26.5518360947035,4.69041575982343,1.10893901931213e-40,Cross
18,2015-12-01,30.3973683071413,8.83176086632784,5.6218992784089594e-49,Cross
19,2015-12-01,10.5830052442583,3.16227766016837,1.04848923122713e-57,Cross
1,2016-01-01,25.5929677841394,4.79583152331271,0.0,Cross
2,2016-01-01,23.2808934536456,3.60555127546398,0.0,Cross
3,2016-01-01,20.2237484161566,3.60555127546398,0.0,Cross
4,2016-01-01,31.543620591175,3.87298334620741,0.0,Cross
5,2016-01-01,26.0959767013997,8.48528137423857,0.0,Cross
6,2016-01-01,23.685438564654,4.89897948556635,0.0,Cross
7,2016-01-01,28.2842712474619,7.34846922834953,0.0,Cross
8,2016-01-01,33.4514573673554,6.6332495807108,0.0,Cross
9,2016-01-01,28.6879765755621,2.82842712474619,0.0,Cross
10,2016-01-01,0.0,0.0,0.0,Cross
11,2016-01-01,21.3541565040626,3.22743782263943,1.0,Cross
12,2016-01-01,30.3644529013779,6.78232998312526,1.0,Cross
13,2016-01-01,25.4754784057139,7.48331477354788,2.50451637232761e-07,Cross
14,2016-01-01,24.9399278266798,7.07106781186547,1.4032295408630902e-15,Cross
15,2016-01-01,36.4280112001739,7.74596669241483,8.688864226747021e-24,Cross
16,2016-01-01,24.1039415863879,9.89949493661166,1.4662717810473401e-32,Cross
17,2016-01-01,26.7207784317747,5.19615242270663,1.00340951899371e-40,Cross
18,2016-01-01,39.6736688497547,11.13552872566,5.0869048275338196e-49,Cross
19,2016-01-01,15.3297097167558,4.69041575982343,9.48712288822076e-58,Cross
1,2016-02-01,23.4520787991171,6.0,0.0,Cross
2,2016-02-01,21.1660104885167,4.0,0.0,Cross
3,2016-02-01,27.6405499221705,4.89897948556635,0.0,Cross
4,2016-02-01,32.3573793747268,3.46410161513775,0.0,Cross
5,2016-02-01,27.3130005674953,8.54400374531753,0.0,Cross
6,2016-02-01,27.2213151776324,6.32455532033675,0.0,Cross
7,2016-02-01,24.1867732448956,7.6811457478686,0.0,Cross
8,2016-02-01,30.0832179129826,5.56776436283002,0.0,Cross
9,2016-02-01,28.3725219182222,3.0,0.0,Cross
10,2016-02-01,0.0,0.0,0.0,Cross
11,2016-02-01,21.1660104885167,3.46410161513775,1.0,Cross
12,2016-02-01,33.4514573673554,7.14142842854285,1.0,Cross
13,2016-02-01,21.1187120819428,6.32455532033675,2.26618012776571e-07,Cross
14,2016-02-01,27.0185121722125,6.40312423743284,1.2696945946663401e-15,Cross
15,2016-02-01,36.4417343165772,10.0,7.86200947259478e-24,Cross
16,2016-02-01,28.1780056072107,9.8488578017961,1.32673757250185e-32,Cross
17,2016-02-01,32.649655434629,5.47722557505166,9.07922478398981e-41,Cross
18,2016-02-01,23.9582971014218,7.14142842854285,4.602821829940319e-49,Cross
19,2016-02-01,15.556349186104,2.44948974278317,8.58430377876758e-58,Cross
1,2016-03-01,22.9564805664979,4.89897948556635,0.0,Cross
2,2016-03-01,26.2488094968133,4.47213595499958,0.0,Cross
3,2016-03-01,18.2482875908946,5.29150262212918,0.0,Cross
4,2016-03-01,27.9463772249642,6.24499799839839,0.0,Cross
5,2016-03-01,21.4476105895272,7.0,0.0,Cross
6,2016-03-01,26.8328157299974,5.56776436283002,0.0,Cross
7,2016-03-01,24.3721152139078,9.64365076099295,0.0,Cross
8,2016-03-01,27.8926513619627,3.46410161513775,0.0,Cross
9,2016-03-01,28.5657137141714,3.0,0.0,Cross
10,2016-03-01,0.0,0.0,0.0,Cross
11,2016-03-01,19.6977156035922,1.73205080756887,1.0,Cross
12,2016-03-01,38.0394532032204,6.6332495807108,1.0,Cross
13,2016-03-01,18.275666882497,5.74456264653802,2.05052457561192e-07,Cross
14,2016-03-01,25.6124969497313,6.48074069840786,1.14886717873211e-15,Cross
15,2016-03-01,37.5632799419859,8.94427190999916,7.1138403517569e-24,Cross
16,2016-03-01,22.0907220343745,9.21954445729288,1.20048179951388e-32,Cross
17,2016-03-01,30.0166620396072,4.47213595499958,8.215222311313359e-41,Cross
18,2016-03-01,33.4514573673554,7.6157731058639,1.25441528632973e-49,Cross
19,2016-03-01,14.3527000944073,2.64575131106459,7.76739926681643e-58,Cross
1,2016-04-01,27.2213151776324,5.19615242270663,0.0,Cross
2,2016-04-01,29.4108823397054,5.09901951359278,0.0,Cross
3,2016-04-01,21.7025344142107,5.19615242270663,0.0,Cross
4,2016-04-01,28.9482296522602,6.16441400296897,0.0,Cross
5,2016-04-01,24.8193472919817,8.71779788708134,0.0,Cross
6,2016-04-01,28.8617393793236,5.56776436283002,0.0,Cross
7,2016-04-01,30.8058436014987,8.94427190999916,0.0,Cross
8,2016-04-01,47.4552420708186,6.78232998312526,0.0,Cross
9,2016-04-01,29.6141857899216,2.82842712474619,0.0,Cross
10,2016-04-01,0.0,0.0,0.0,Cross
11,2016-04-01,20.6639783197718,3.16227766016837,1.0,Cross
12,2016-04-01,39.0640499692492,7.6157731058639,1.0,Cross
13,2016-04-01,11.0453610171872,6.16441400296897,1.85539136261597e-07,Cross
14,2016-04-01,32.8481354113136,8.30662386291807,1.0395380116702202e-15,Cross
15,2016-04-01,53.8052042092584,8.36660026534075,6.43686893620373e-24,Cross
16,2016-04-01,27.8567765543682,9.16515138991168,1.08624085187129e-32,Cross
17,2016-04-01,35.0856095856976,5.74456264653802,7.43344054476023e-41,Cross
18,2016-04-01,26.2106848441623,5.0,1.13504188882744e-49,Cross
19,2016-04-01,22.1359436211786,2.82842712474619,7.02823349744062e-58,Cross
1,2016-05-01,22.7376340018041,4.79583152331271,0.0,Cross
2,2016-05-01,26.4196896272458,6.0,0.0,Cross
3,2016-05-01,20.7123151772079,3.46410161513775,0.0,Cross
4,2016-05-01,25.0,4.35889894354067,0.0,Cross
5,2016-05-01,21.6794833886788,6.557438524302,0.0,Cross
6,2016-05-01,28.4604989415154,7.28010988928051,0.0,Cross
7,2016-05-01,28.4604989415154,8.88819441731558,0.0,Cross
8,2016-05-01,42.8018691180653,5.09901951359278,0.0,Cross
9,2016-05-01,24.1039415863879,1.73205080756887,0.0,Cross
10,2016-05-01,0.0,0.0,0.0,Cross
11,2016-05-01,20.7123151772079,2.23606797749979,1.0,Cross
12,2016-05-01,41.4608248832557,8.54400374531753,1.0,Cross
13,2016-05-01,14.2828568570857,5.47722557505166,1.67882752999566e-07,Cross
14,2016-05-01,29.3768616431367,8.77496438739212,9.40612890429917e-16,Cross
15,2016-05-01,41.8090899207337,8.18535277187245,1.93874766642202e-24,Cross
16,2016-05-01,24.5356882927705,9.2736184954957,9.828713677724079e-33,Cross
17,2016-05-01,31.559467676119,6.6332495807108,6.726055149644699e-41,Cross
18,2016-05-01,32.6036807738022,6.48074069840786,1.02702837204927e-49,Cross
19,2016-05-01,19.3907194296653,4.0,6.359408651177871e-58,Cross
1,2016-06-01,25.377155080899,5.8309518948453,0.0,Cross
2,2016-06-01,26.9629375254255,6.32455532033675,0.0,Cross
3,2016-06-01,18.2208671582886,6.48074069840786,0.0,Cross
4,2016-06-01,27.367864366808,5.0,0.0,Cross
5,2016-06-01,22.4722050542442,9.48683298050513,0.0,Cross
6,2016-06-01,30.935416596516,6.08276253029821,0.0,Cross
7,2016-06-01,25.9615099714943,9.89949493661166,0.0,Cross
8,2016-06-01,31.8590646441479,5.56776436283002,0.0,Cross
9,2016-06-01,32.2335229225724,3.16227766016837,0.0,Cross
10,2016-06-01,0.0,0.0,0.0,Cross
11,2016-06-01,24.6576560118759,3.87298334620741,1.0,Cross
12,2016-06-01,47.0531614240743,7.93725393319377,1.0,Cross
13,2016-06-01,24.8797106092494,6.24499799839839,1.51906596756896e-07,Cross
14,2016-06-01,31.749015732775,8.88819441731558,8.51101739147946e-16,Cross
15,2016-06-01,44.7437146423941,9.4339811320566,1.75425143270854e-24,Cross
16,2016-06-01,27.0370116691915,10.0498756211208,8.893387906766629e-33,Cross
17,2016-06-01,36.180105030251,6.40312423743284,6.08598637517193e-41,Cross
18,2016-06-01,36.1109401705355,9.9498743710662,9.29293700414744e-50,Cross
19,2016-06-01,9.53939201416945,1.73205080756887,5.75423090416736e-58,Cross
1,2016-07-01,24.6170672501823,4.12310562561766,0.0,Cross
2,2016-07-01,23.302360395462,5.0,0.0,Cross
3,2016-07-01,17.7482393492988,3.74165738677394,0.0,Cross
4,2016-07-01,24.5967477524976,3.46410161513775,0.0,Cross
5,2016-07-01,20.7846096908265,8.60232526704262,0.0,Cross
6,2016-07-01,24.9599679486973,5.19615242270663,0.0,Cross
7,2016-07-01,25.0,7.6811457478686,0.0,Cross
8,2016-07-01,34.4528663539044,6.0,0.0,Cross
9,2016-07-01,24.3721152139078,3.0,0.0,Cross
10,2016-07-01,0.0,0.0,0.0,Cross
11,2016-07-01,23.6008474424118,3.16227766016837,1.0,Cross
12,2016-07-01,39.9749921826133,7.74596669241483,1.0,Cross
13,2016-07-01,21.6333076527839,5.09901951359278,1.37450772792139e-07,Cross
14,2016-07-01,30.2489669245083,8.24621125123532,7.70108700136541e-16,Cross
15,2016-07-01,43.4511219648008,6.9282032302755,1.58731233695788e-24,Cross
16,2016-07-01,25.6904651573302,8.60232526704262,8.04707015115088e-33,Cross
17,2016-07-01,34.6410161513775,6.0,5.50682819791263e-41,Cross
18,2016-07-01,35.9444015112228,7.07106781186547,8.40859712480364e-50,Cross
19,2016-07-01,13.8924439894498,5.41864590361589,5.2066434341095504e-58,Cross
1,2016-08-01,24.2899156029822,5.29150262212918,0.0,Cross
2,2016-08-01,22.0227155455452,4.69041575982343,0.0,Cross
3,2016-08-01,19.157244060668,5.09901951359278,0.0,Cross
4,2016-08-01,25.8843582110895,4.0,0.0,Cross
5,2016-08-01,20.9045449603668,7.48331477354788,0.0,Cross
6,2016-08-01,26.2868788561898,4.79583152331271,0.0,Cross
7,2016-08-01,23.9165214862027,8.66025403784438,0.0,Cross
8,2016-08-01,25.8263431402899,4.35889894354067,0.0,Cross
9,2016-08-01,29.6141857899216,2.23606797749979,0.0,Cross
10,2016-08-01,0.0,0.0,0.0,Cross
11,2016-08-01,18.7882942280559,3.0,1.0,Cross
12,2016-08-01,35.6230262611137,4.79583152331271,1.0,Cross
13,2016-08-01,5.09901951359278,8.46237926510085,1.24370602360286e-07,Cross
14,2016-08-01,29.7825452236708,7.14142842854285,6.968231678385809e-16,Cross
15,2016-08-01,38.1444622455213,6.0,1.43625959658959e-24,Cross
16,2016-08-01,23.0651251893415,7.07106781186547,7.28129017832164e-33,Cross
17,2016-08-01,33.3016516106934,5.3851648071345,4.98278420816684e-41,Cross
18,2016-08-01,36.4142829120662,6.9282032302755,7.6084133117118495e-50,Cross
19,2016-08-01,16.9705627484771,5.41864590361589,4.71116580155359e-58,Cross
1,2016-09-01,23.895606290697,3.60555127546398,0.0,Cross
2,2016-09-01,19.824227601599,5.8309518948453,0.0,Cross
3,2016-09-01,15.5884572681198,3.16227766016837,0.0,Cross
4,2016-09-01,21.2132034355964,2.44948974278317,0.0,Cross
5,2016-09-01,21.9089023002066,7.07106781186547,0.0,Cross
6,2016-09-01,26.9072480941474,6.70820393249936,0.0,Cross
7,2016-09-01,23.6431808350737,6.32455532033675,0.0,Cross
8,2016-09-01,35.0713558335003,2.82842712474619,0.0,Cross
9,2016-09-01,29.3768616431367,3.0,0.0,Cross
10,2016-09-01,0.0,0.0,0.0,Cross
11,2016-09-01,22.2036033111745,1.41421356237309,1.0,Cross
12,2016-09-01,35.4118624192515,6.70820393249936,1.0,Cross
13,2016-09-01,15.4272486205415,6.0,1.12535174719259e-07,Cross
14,2016-09-01,28.5306852353742,6.6332495807108,6.30511676014698e-16,Cross
15,2016-09-01,37.3630833845388,7.6157731058639,1.2995814250075e-24,Cross
16,2016-09-01,22.8473193175917,7.07106781186547,6.58838380492309e-33,Cross
17,2016-09-01,29.7825452236708,5.0,4.50860959754806e-41,Cross
18,2016-09-01,33.9852909359328,10.0,6.88437705631982e-50,Cross
19,2016-09-01,3.3166247903554,5.41864590361589,4.2628390998170904e-58,Cross
1,2016-10-01,23.9374184071716,5.19615242270663,0.0,Cross
2,2016-10-01,21.4009345590326,6.24499799839839,0.0,Cross
3,2016-10-01,19.6214168703485,1.73205080756887,0.0,Cross
